Sp.Scien.jetz;Sp.Eng.jetz;Sp.Scien.hbw;Sp.Eng.hbw;Match_jetz_birdlife;Order;strategy_3;distance_4;distance_quanti_RES0;distance_quanti_ALL
Campephilus_gayaquilensis;Guayaquil-Woodpecker;Campephilus_gayaquilensis;Guayaquil-Woodpecker;Campephilus_gayaquilensis;PICIFORMES;resident;resident;0;110,576994
Campephilus_guatemalensis;Pale-billed-Woodpecker;Campephilus_guatemalensis;Pale-billed-Woodpecker;Campephilus_guatemalensis;PICIFORMES;resident;resident;0;358,568405
Campephilus_haematogaster;Crimson-bellied-Woodpecker;Campephilus_haematogaster;Crimson-bellied-Woodpecker;Campephilus_haematogaster;PICIFORMES;resident;resident;0;208,8888357
Campephilus_imperialis;Imperial-Woodpecker;Campephilus_imperialis;Imperial-Woodpecker;NA;PICIFORMES;resident;resident;NA;NA
Campephilus_leucopogon;Cream-backed-Woodpecker;Campephilus_leucopogon;Cream-backed-Woodpecker;Campephilus_leucopogon;PICIFORMES;resident;resident;0;290,2024082
Campephilus_magellanicus;Magellanic-Woodpecker;Campephilus_magellanicus;Magellanic-Woodpecker;Campephilus_magellanicus;PICIFORMES;resident;resident;0;205,5192862
Campephilus_melanoleucos;Crimson-crested-Woodpecker;Campephilus_melanoleucos;Crimson-crested-Woodpecker;Campephilus_melanoleucos;PICIFORMES;resident;resident;0;829,7178867
Campephilus_pollens;Powerful-Woodpecker;Campephilus_pollens;Powerful-Woodpecker;Campephilus_pollens;PICIFORMES;resident;resident;0;193,0668317
Campephilus_principalis;Ivory-billed-Woodpecker;Campephilus_principalis;Ivory-billed-Woodpecker;NA;PICIFORMES;resident;resident;NA;NA
Campephilus_robustus;Robust-Woodpecker;Campephilus_robustus;Robust-Woodpecker;Campephilus_robustus;PICIFORMES;resident;resident;0;345,6559012
Campephilus_rubricollis;Red-necked-Woodpecker;Campephilus_rubricollis;Red-necked-Woodpecker;Campephilus_rubricollis;PICIFORMES;resident;resident;0;651,5281061
Campethera_abingoni;Golden-tailed-Woodpecker;Campethera_abingoni;Golden-tailed-Woodpecker;Campethera_abingoni;PICIFORMES;resident;resident;0;672,7741326
Campethera_bennettii;Bennetts-Woodpecker;Campethera_bennettii;Bennetts-Woodpecker;Campethera_bennettii;PICIFORMES;resident;resident;0;527,4574033
Campethera_cailliautii;Green-backed-Woodpecker;Campethera_cailliautii;Little-Spotted-Woodpecker;Campethera_cailliautii;PICIFORMES;resident;resident;0;527,707258
Campethera_caroli;Brown-eared-Woodpecker;Campethera_caroli;Brown-eared-Woodpecker;Campethera_caroli;PICIFORMES;resident;resident;0;527,87697
Campethera_maculosa;Little-Green-Woodpecker;Campethera_maculosa;Little-Green-Woodpecker;Campethera_maculosa;PICIFORMES;resident;resident;0;574,8339208
Campethera_mombassica;Mombasa-Woodpecker;Campethera_mombassica;Mombasa-Woodpecker;Campethera_mombassica;PICIFORMES;resident;resident;0;76,01408484
Campethera_nivosa;Buff-spotted-Woodpecker;Campethera_nivosa;Buff-spotted-Woodpecker;Campethera_nivosa;PICIFORMES;resident;resident;0;554,1216819
Campethera_notata;Knysna-Woodpecker;Campethera_notata;Knysna-Woodpecker;Campethera_notata;PICIFORMES;resident;resident;0;100,1878777
Campethera_nubica;Nubian-Woodpecker;Campethera_nubica;Nubian-Woodpecker;Campethera_nubica;PICIFORMES;resident;resident;0;513,4678144
Campethera_punctuligera;Fine-spotted-Woodpecker;Campethera_punctuligera;Fine-spotted-Woodpecker;Campethera_punctuligera;PICIFORMES;resident;resident;0;557,500669
Campethera_scriptoricauda;Speckle-throated-Woodpecker;Campethera_scriptoricauda;Reichenows-Woodpecker;Campethera_scriptoricauda;PICIFORMES;resident;resident;0;222,8960303
Campethera_tullbergi;Tullbergs-Woodpecker;Campethera_tullbergi;Tullbergs-Woodpecker;Campethera_tullbergi;PICIFORMES;resident;resident;0;73,72113297
Campochaera_sloetii;Golden-Cuckooshrike;Campochaera_sloetii;Golden-Cuckoo-shrike;Campochaera_sloetii;PASSERIFORMES;resident;resident;0;170,4051692
Camptostoma_imberbe;Northern-Beardless-tyrannulet;Camptostoma_imberbe;Northern-Beardless-Tyrannulet;Camptostoma_imberbe;PASSERIFORMES;resident;resident;0;337,6650917
Camptostoma_obsoletum;Southern-Beardless-tyrannulet;Camptostoma_obsoletum;Southern-Beardless-Tyrannulet;Camptostoma_obsoletum;PASSERIFORMES;resident;resident;0;949,5019914
Campylopterus_curvipennis;Wedge-tailed-Sabrewing;Campylopterus_curvipennis;Wedge-tailed-Sabrewing;Campylopterus_curvipennis;CAPRIMULGIFORMES;resident;resident;0;167,910812
Campylopterus_duidae;Buff-breasted-Sabrewing;Campylopterus_duidae;Buff-breasted-Sabrewing;Campylopterus_duidae;CAPRIMULGIFORMES;resident;resident;0;92,25417273
Campylopterus_ensipennis;White-tailed-Sabrewing;Campylopterus_ensipennis;White-tailed-Sabrewing;Campylopterus_ensipennis;CAPRIMULGIFORMES;resident;resident;0;25,94620893
Campylopterus_falcatus;Lazuline-Sabrewing;Campylopterus_falcatus;Lazuline-Sabrewing;Campylopterus_falcatus;CAPRIMULGIFORMES;resident;resident;0;140,4260804
Campylopterus_hemileucurus;Violet-Sabrewing;Campylopterus_hemileucurus;Violet-Sabrewing;Campylopterus_hemileucurus;CAPRIMULGIFORMES;resident;resident;0;194,5652872
Campylopterus_hyperythrus;Rufous-breasted-Sabrewing;Campylopterus_hyperythrus;Rufous-breasted-Sabrewing;Campylopterus_hyperythrus;CAPRIMULGIFORMES;resident;resident;0;58,29143638
Campylopterus_largipennis;Grey-breasted-Sabrewing;Campylopterus_largipennis;Grey-breasted-Sabrewing;Campylopterus_largipennis;CAPRIMULGIFORMES;resident;resident;0;646,8694115
Campylopterus_phainopeplus;Santa-Marta-Sabrewing;Campylopterus_phainopeplus;Santa-Marta-Sabrewing;Campylopterus_phainopeplus;CAPRIMULGIFORMES;strict_mig;short;18,43570667;18,43570667
Campylopterus_rufus;Rufous-Sabrewing;Campylopterus_rufus;Rufous-Sabrewing;Campylopterus_rufus;CAPRIMULGIFORMES;resident;resident;0;65,49686281
Campylopterus_villaviscensio;Napo-Sabrewing;Campylopterus_villaviscensio;Napo-Sabrewing;Campylopterus_villaviscensio;CAPRIMULGIFORMES;resident;resident;0;82,48529639
Campylorhamphus_falcularius;Black-billed-Scythebill;Campylorhamphus_falcularius;Black-billed-Scythebill;Campylorhamphus_falcularius;PASSERIFORMES;resident;resident;0;263,9194366
Campylorhamphus_procurvoides;Curve-billed-Scythebill;Campylorhamphus_procurvoides;Curve-billed-Scythebill;Campylorhamphus_procurvoides;PASSERIFORMES;resident;resident;0;486,967219
Campylorhamphus_pucherani;Greater-Scythebill;Campylorhamphus_pucherani;Greater-Scythebill;Drymotoxeres_pucherani;PASSERIFORMES;resident;resident;0;66,56473561
Campylorhamphus_pusillus;Brown-billed-Scythebill;Campylorhamphus_pusillus;Brown-billed-Scythebill;Campylorhamphus_pusillus;PASSERIFORMES;resident;resident;0;222,67327
Campylorhamphus_trochilirostris;Red-billed-Scythebill;Campylorhamphus_trochilirostris;Red-billed-Scythebill;Campylorhamphus_trochilirostris;PASSERIFORMES;resident;resident;0;843,8719349
Campylorhynchus_albobrunneus;White-headed-Wren;Campylorhynchus_albobrunneus;White-headed-Wren;Campylorhynchus_albobrunneus;PASSERIFORMES;resident;resident;0;104,1624825
Campylorhynchus_brunneicapillus;Cactus-Wren;Campylorhynchus_brunneicapillus;Cactus-Wren;Campylorhynchus_brunneicapillus;PASSERIFORMES;resident;resident;0;377,849995
Campylorhynchus_chiapensis;Giant-Wren;Campylorhynchus_chiapensis;Giant-Wren;Campylorhynchus_chiapensis;PASSERIFORMES;resident;resident;0;25,7213957
Campylorhynchus_fasciatus;Fasciated-Wren;Campylorhynchus_fasciatus;Fasciated-Wren;Campylorhynchus_fasciatus;PASSERIFORMES;resident;resident;0;130,8253936
Campylorhynchus_griseus;Bicoloured-Wren;Campylorhynchus_griseus;Bicoloured-Wren;Campylorhynchus_griseus;PASSERIFORMES;resident;resident;0;273,9879361
Campylorhynchus_gularis;Spotted-Wren;Campylorhynchus_gularis;Spotted-Wren;Campylorhynchus_gularis;PASSERIFORMES;resident;resident;0;158,0882459
Campylorhynchus_jocosus;Boucards-Wren;Campylorhynchus_jocosus;Boucards-Wren;Campylorhynchus_jocosus;PASSERIFORMES;resident;resident;0;73,24977483
Campylorhynchus_megalopterus;Grey-barred-Wren;Campylorhynchus_megalopterus;Grey-barred-Wren;Campylorhynchus_megalopterus;PASSERIFORMES;resident;resident;0;89,43721868
Campylorhynchus_nuchalis;Stripe-backed-Wren;Campylorhynchus_nuchalis;Stripe-backed-Wren;Campylorhynchus_nuchalis;PASSERIFORMES;resident;resident;0;198,2536036
Campylorhynchus_rufinucha;Rufous-naped-Wren;Campylorhynchus_rufinucha;Rufous-naped-Wren;Campylorhynchus_rufinucha;PASSERIFORMES;resident;resident;0;196,6980166
Campylorhynchus_turdinus;Thrush-like-Wren;Campylorhynchus_turdinus;Thrush-like-Wren;Campylorhynchus_turdinus;PASSERIFORMES;resident;resident;0;580,7947116
Campylorhynchus_yucatanicus;Yucatan-Wren;Campylorhynchus_yucatanicus;Yucatan-Wren;Campylorhynchus_yucatanicus;PASSERIFORMES;resident;resident;0;36,90575169
Campylorhynchus_zonatus;Band-backed-Wren;Campylorhynchus_zonatus;Band-backed-Wren;Campylorhynchus_zonatus;PASSERIFORMES;resident;resident;0;258,9540503
Canirallus_kioloides;Madagascar-Wood-Rail;Mentocrex_kioloides;Madagascar-Wood-rail;Mentocrex_kioloides;GRUIFORMES;resident;resident;0;112,0572041
Canirallus_oculeus;Grey-throated-Rail;Canirallus_oculeus;Grey-throated-Rail;Canirallus_oculeus;GRUIFORMES;resident;resident;0;409,9395324
Capito_auratus;Gilded-Barbet;Capito_auratus;Gilded-Barbet;Capito_auratus;PICIFORMES;resident;resident;0;445,3714843
Capito_aurovirens;Scarlet-crowned-Barbet;Capito_aurovirens;Scarlet-crowned-Barbet;Capito_aurovirens;PICIFORMES;resident;resident;0;281,8077963
Capito_brunneipectus;Brown-chested-Barbet;Capito_brunneipectus;Brown-chested-Barbet;Capito_brunneipectus;PICIFORMES;resident;resident;0;92,1506997
Capito_dayi;Black-girdled-Barbet;Capito_dayi;Black-girdled-Barbet;Capito_dayi;PICIFORMES;resident;resident;0;273,8300965
Capito_hypoleucus;White-mantled-Barbet;Capito_hypoleucus;White-mantled-Barbet;Capito_hypoleucus;PICIFORMES;resident;resident;0;26,08201821
Capito_maculicoronatus;Spot-crowned-Barbet;Capito_maculicoronatus;Spot-crowned-Barbet;Capito_maculicoronatus;PICIFORMES;resident;resident;0;111,8768707
Capito_niger;Black-spotted-Barbet;Capito_niger;Black-spotted-Barbet;Capito_niger;PICIFORMES;resident;resident;0;264,1709821
Capito_quinticolor;Five-coloured-Barbet;Capito_quinticolor;Five-colored-Barbet;Capito_quinticolor;PICIFORMES;resident;resident;0;66,5306045
Capito_squamatus;Orange-fronted-Barbet;Capito_squamatus;Orange-fronted-Barbet;Capito_squamatus;PICIFORMES;resident;resident;0;76,01403826
Capito_wallacei;Scarlet-banded-Barbet;Capito_wallacei;Scarlet-banded-Barbet;Capito_wallacei;PICIFORMES;resident;resident;0;0
Caprimulgus_aegyptius;Egyptian-Nightjar;Caprimulgus_aegyptius;Egyptian-Nightjar;Caprimulgus_aegyptius;CAPRIMULGIFORMES;strict_mig;variable;2604,805957;2604,805957
Caprimulgus_affinis;Savanna-Nightjar;Caprimulgus_affinis;Savanna-Nightjar;Caprimulgus_affinis;CAPRIMULGIFORMES;resident;resident;0;796,2600666
Caprimulgus_anthonyi;Scrub-Nightjar;Nyctidromus_anthonyi;Scrub-Nightjar;Nyctidromus_anthonyi;CAPRIMULGIFORMES;resident;resident;0;93,98591282
Caprimulgus_asiaticus;Indian-Nightjar;Caprimulgus_asiaticus;Indian-Nightjar;Caprimulgus_asiaticus;CAPRIMULGIFORMES;resident;resident;0;562,7237527
Caprimulgus_atripennis;Jerdons-Nightjar;Caprimulgus_atripennis;Jerdons-Nightjar;Caprimulgus_atripennis;CAPRIMULGIFORMES;resident;resident;0;245,0569016
Caprimulgus_badius;Yucatan-Nightjar;Antrostomus_badius;Yucatan-Nightjar;Antrostomus_badius;CAPRIMULGIFORMES;partial_mig;short;227,9283029;227,9283029
Caprimulgus_batesi;Batess-Nightjar;Caprimulgus_batesi;Batess-Nightjar;Caprimulgus_batesi;CAPRIMULGIFORMES;resident;resident;0;343,4345728
Caprimulgus_binotatus;Brown-Nightjar;Veles_binotatus;Brown-Nightjar;Veles_binotatus;CAPRIMULGIFORMES;resident;resident;0;288,8425964
Caprimulgus_carolinensis;Chuck-wills-widow;Antrostomus_carolinensis;Chuck-wills-widow;Antrostomus_carolinensis;CAPRIMULGIFORMES;strict_mig;variable;1603,498678;1603,498678
Caprimulgus_cayennensis;White-tailed-Nightjar;Hydropsalis_cayennensis;White-tailed-Nightjar;Hydropsalis_cayennensis;CAPRIMULGIFORMES;resident;resident;0;363,2865047
Caprimulgus_celebensis;Sulawesi-Nightjar;Caprimulgus_celebensis;Sulawesi-Nightjar;Caprimulgus_celebensis;CAPRIMULGIFORMES;resident;resident;0;107,9812002
Caprimulgus_centralasicus;Vauries-Nightjar;Caprimulgus_centralasicus;Vauries-Nightjar;NA;CAPRIMULGIFORMES;resident;resident;NA;NA
Caprimulgus_clarus;Slender-tailed-Nightjar;Caprimulgus_clarus;Slender-tailed-Nightjar;Caprimulgus_clarus;CAPRIMULGIFORMES;resident;resident;0;331,2787388
Caprimulgus_climacurus;Long-tailed-Nightjar;Caprimulgus_climacurus;Long-tailed-Nightjar;Caprimulgus_climacurus;CAPRIMULGIFORMES;partial_mig;short;973,6041508;973,6041508
Caprimulgus_concretus;Sunda-Nightjar;Caprimulgus_concretus;Bonapartes-Nightjar;Caprimulgus_concretus;CAPRIMULGIFORMES;resident;resident;0;315,3559207
Caprimulgus_cubanensis;Cuban-Nightjar;Antrostomus_cubanensis;Cuban-Nightjar;Antrostomus_cubanensis;CAPRIMULGIFORMES;resident;resident;0;110,710836
Caprimulgus_donaldsoni;Donaldson-Smiths-Nightjar;Caprimulgus_donaldsoni;Donaldson-Smiths-Nightjar;Caprimulgus_donaldsoni;CAPRIMULGIFORMES;resident;resident;0;259,1914309
Caprimulgus_ekmani;Hispaniola-Nightjar;Antrostomus_ekmani;Hispaniolan-Nightjar;Antrostomus_ekmani;CAPRIMULGIFORMES;resident;resident;0;55,34269913
Caprimulgus_enarratus;Collared-Nightjar;Gactornis_enarratus;Collared-Nightjar;Gactornis_enarratus;CAPRIMULGIFORMES;resident;resident;0;146,346819
Caprimulgus_europaeus;Eurasian-Nightjar;Caprimulgus_europaeus;European-Nightjar;Caprimulgus_europaeus;CAPRIMULGIFORMES;strict_mig;long;5511,39897;5511,39897
Caprimulgus_eximius;Golden-Nightjar;Caprimulgus_eximius;Golden-Nightjar;Caprimulgus_eximius;CAPRIMULGIFORMES;resident;resident;0;472,2240068
Caprimulgus_fossii;Square-tailed-Nightjar;Caprimulgus_fossii;Mozambique-Nightjar;Caprimulgus_fossii;CAPRIMULGIFORMES;partial_mig;short;953,6091822;953,6091822
Caprimulgus_fraenatus;Sombre-Nightjar;Caprimulgus_fraenatus;Sombre-Nightjar;Caprimulgus_fraenatus;CAPRIMULGIFORMES;resident;resident;0;224,2378445
Caprimulgus_heterurus;Todds-Nightjar;Setopagis_heterura;Todds-Nightjar;Setopagis_heterura;CAPRIMULGIFORMES;resident;resident;0;183,4197519
Caprimulgus_hirundinaceus;Pygmy-Nightjar;Nyctipolus_hirundinaceus;Pygmy-Nightjar;Nyctipolus_hirundinaceus;CAPRIMULGIFORMES;resident;resident;0;209,5159607
Caprimulgus_indicus;Grey-Nightjar;Caprimulgus_indicus;Jungle-Nightjar;Caprimulgus_indicus;CAPRIMULGIFORMES;partial_mig;short;587,1420506;587,1420506
Caprimulgus_inornatus;Plain-Nightjar;Caprimulgus_inornatus;Plain-Nightjar;Caprimulgus_inornatus;CAPRIMULGIFORMES;strict_mig;short;1007,476225;1007,476225
Caprimulgus_longirostris;Band-winged-Nightjar;Systellura_longirostris;Greater-Band-winged-Nightjar;Systellura_longirostris;CAPRIMULGIFORMES;partial_mig;variable;1305,355187;1305,355187
Caprimulgus_macrurus;Large-tailed-Nightjar;Caprimulgus_macrurus;Large-tailed-Nightjar;Caprimulgus_macrurus;CAPRIMULGIFORMES;resident;resident;0;942,6630115
Caprimulgus_maculicaudus;Spot-tailed-Nightjar;Hydropsalis_maculicaudus;Spot-tailed-Nightjar;Hydropsalis_maculicaudus;CAPRIMULGIFORMES;partial_mig;variable;3701,455946;3701,455946
Caprimulgus_maculosus;Cayenne-Nightjar;Setopagis_maculosa;Cayenne-Nightjar;NA;CAPRIMULGIFORMES;resident;resident;NA;NA
Caprimulgus_madagascariensis;Madagascar-Nightjar;Caprimulgus_madagascariensis;Madagascar-Nightjar;Caprimulgus_madagascariensis;CAPRIMULGIFORMES;resident;resident;0;202,9481884
Caprimulgus_mahrattensis;Sykess-Nightjar;Caprimulgus_mahrattensis;Sykess-Nightjar;Caprimulgus_mahrattensis;CAPRIMULGIFORMES;partial_mig;short;648,0303587;648,0303587
Caprimulgus_manillensis;Philippine-Nightjar;Caprimulgus_manillensis;Philippine-Nightjar;Caprimulgus_manillensis;CAPRIMULGIFORMES;resident;resident;0;187,4654517
Caprimulgus_meesi;Meess-Nightjar;Caprimulgus_meesi;Meess-Nightjar;Caprimulgus_meesi;CAPRIMULGIFORMES;resident;resident;0;73,43768876
Caprimulgus_natalensis;Swamp-Nightjar;Caprimulgus_natalensis;Swamp-Nightjar;Caprimulgus_natalensis;CAPRIMULGIFORMES;resident;resident;0;541,7659288
Caprimulgus_nigrescens;Blackish-Nightjar;Nyctipolus_nigrescens;Blackish-Nightjar;Nyctipolus_nigrescens;CAPRIMULGIFORMES;resident;resident;0;556,7293162
Caprimulgus_nigriscapularis;Black-shouldered-Nightjar;Caprimulgus_pectoralis;Fiery-necked-Nightjar;Caprimulgus_pectoralis;CAPRIMULGIFORMES;resident;resident;0;708,5821426
Caprimulgus_noctitherus;Puerto-Rican-Nightjar;Antrostomus_noctitherus;Puerto-Rican-Nightjar;Antrostomus_noctitherus;CAPRIMULGIFORMES;resident;resident;0;17,64917394
Caprimulgus_nubicus;Nubian-Nightjar;Caprimulgus_nubicus;Nubian-Nightjar;Caprimulgus_nubicus;CAPRIMULGIFORMES;partial_mig;short;542,3730462;542,3730462
Caprimulgus_parvulus;Little-Nightjar;Setopagis_parvula;Little-Nightjar;Setopagis_parvula;CAPRIMULGIFORMES;resident;resident;0;656,9244062
Caprimulgus_poliocephalus;Montane-Nightjar;Caprimulgus_poliocephalus;Montane-Nightjar;Caprimulgus_poliocephalus;CAPRIMULGIFORMES;resident;resident;0;353,3700732
Caprimulgus_prigoginei;Itombwe-Nightjar;Caprimulgus_prigoginei;Prigogines-Nightjar;Caprimulgus_prigoginei;CAPRIMULGIFORMES;resident;resident;0;18,42983219
Caprimulgus_pulchellus;Salvadoris-Nightjar;Caprimulgus_pulchellus;Salvadoris-Nightjar;Caprimulgus_pulchellus;CAPRIMULGIFORMES;resident;resident;0;92,33029358
Caprimulgus_ridgwayi;Buff-collared-Nightjar;Antrostomus_ridgwayi;Buff-collared-Nightjar;Antrostomus_ridgwayi;CAPRIMULGIFORMES;partial_mig;short;416,0547828;416,0547828
Caprimulgus_ruficollis;Red-necked-Nightjar;Caprimulgus_ruficollis;Red-necked-Nightjar;Caprimulgus_ruficollis;CAPRIMULGIFORMES;strict_mig;short;1993,461126;1993,461126
Caprimulgus_rufigena;Rufous-cheeked-Nightjar;Caprimulgus_rufigena;Rufous-cheeked-Nightjar;Caprimulgus_rufigena;CAPRIMULGIFORMES;partial_mig;short;2630,812719;2630,812719
Caprimulgus_rufus;Rufous-Nightjar;Antrostomus_rufus;Rufous-Nightjar;Antrostomus_rufus;CAPRIMULGIFORMES;resident;resident;0;657,0327049
Caprimulgus_salvini;Tawny-collared-Nightjar;Antrostomus_salvini;Tawny-collared-Nightjar;Antrostomus_salvini;CAPRIMULGIFORMES;resident;resident;0;93,85594162
Caprimulgus_saturatus;Dusky-Nightjar;Antrostomus_saturatus;Dusky-Nightjar;Antrostomus_saturatus;CAPRIMULGIFORMES;resident;resident;0;36,6340196
Caprimulgus_sericocaudatus;Silky-tailed-Nightjar;Antrostomus_sericocaudatus;Silky-tailed-Nightjar;Antrostomus_sericocaudatus;CAPRIMULGIFORMES;resident;resident;0;329,3301835
Caprimulgus_solala;Nechisar-Nightjar;Caprimulgus_solala;Nechisar-Nightjar;Caprimulgus_solala;CAPRIMULGIFORMES;resident;resident;0;0
Caprimulgus_stellatus;Star-spotted-Nightjar;Caprimulgus_stellatus;Star-spotted-Nightjar;Caprimulgus_stellatus;CAPRIMULGIFORMES;resident;resident;0;130,873002
Caprimulgus_tristigma;Freckled-Nightjar;Caprimulgus_tristigma;Freckled-Nightjar;Caprimulgus_tristigma;CAPRIMULGIFORMES;resident;resident;0;805,8271553
Caprimulgus_vociferus;Whip-poor-will;Antrostomus_vociferus;Eastern-Whip-poor-will;Antrostomus_vociferus;CAPRIMULGIFORMES;strict_mig;variable;1983,465063;1983,465063
Caprimulgus_whitelyi;Roraiman-Nightjar;Setopagis_whitelyi;Roraiman-Nightjar;Setopagis_whitelyi;CAPRIMULGIFORMES;resident;resident;0;76,0017974
Capsiempis_flaveola;Yellow-Tyrannulet;Capsiempis_flaveola;Yellow-Tyrannulet;Capsiempis_flaveola;PASSERIFORMES;resident;resident;0;737,698942
Caracara_cheriway;Crested-Caracara;Caracara_cheriway;Crested-Caracara;Caracara_cheriway;FALCONIFORMES;resident;resident;0;769,6037002
