Sp.Scien.jetz;Sp.Eng.jetz;Sp.Scien.hbw;Sp.Eng.hbw;Match_jetz_birdlife;Order;strategy_3;distance_4;distance_quanti_RES0;distance_quanti_ALL
Monticola_rufocinereus;Little-Rock-thrush;Monticola_rufocinereus;Little-Rock-thrush;Monticola_rufocinereus;PASSERIFORMES;resident;resident;0;309,7348574
Monticola_rupestris;Cape-Rock-thrush;Monticola_rupestris;Cape-Rock-thrush;Monticola_rupestris;PASSERIFORMES;resident;resident;0;209,6712401
Monticola_saxatilis;Rufous-tailed-Rock-thrush;Monticola_saxatilis;Common-Rock-thrush;Monticola_saxatilis;PASSERIFORMES;strict_mig;long;4283,632696;4283,632696
Monticola_sharpei;Forest-Rock-thrush;Monticola_sharpei;Forest-Rock-thrush;Monticola_sharpei;PASSERIFORMES;resident;resident;0;157,2337778
Monticola_solitarius;Blue-Rock-thrush;Monticola_solitarius;Blue-Rock-thrush;Monticola_solitarius;PASSERIFORMES;partial_mig;variable;2108,61393;2108,61393
Montifringilla_adamsi;Black-winged-Snowfinch;Montifringilla_adamsi;Black-winged-Snowfinch;Montifringilla_adamsi;PASSERIFORMES;resident;resident;0;270,1989561
Montifringilla_blanfordi;Plain-backed-Snowfinch;Pyrgilauda_blanfordi;Blanfords-Ground-sparrow;Montifringilla_blanfordi;PASSERIFORMES;resident;resident;0;151,4078178
Montifringilla_davidiana;Small-Snowfinch;Pyrgilauda_davidiana;Small-Ground-sparrow;Montifringilla_davidiana;PASSERIFORMES;resident;resident;0;384,1995889
Montifringilla_nivalis;White-winged-Snowfinch;Montifringilla_nivalis;White-winged-Snowfinch;Montifringilla_nivalis;PASSERIFORMES;resident;resident;0;759,4018637
Montifringilla_ruficollis;Rufous-necked-Snowfinch;Pyrgilauda_ruficollis;Rufous-necked-Ground-sparrow;Montifringilla_ruficollis;PASSERIFORMES;resident;resident;0;355,1880854
Montifringilla_taczanowskii;White-rumped-Snowfinch;Pyrgilauda_taczanowskii;White-rumped-Ground-sparrow;Montifringilla_taczanowskii;PASSERIFORMES;resident;resident;0;329,9823563
Montifringilla_theresae;Afghan-Snowfinch;Pyrgilauda_theresae;Afghan-Ground-sparrow;Montifringilla_theresae;PASSERIFORMES;partial_mig;short;222,7497818;222,7497818
Morococcyx_erythropygus;Lesser-Ground-cuckoo;Morococcyx_erythropygus;Lesser-Ground-cuckoo;Morococcyx_erythropygus;CUCULIFORMES;resident;resident;0;246,6178899
Morphnus_guianensis;Crested-Eagle;Morphnus_guianensis;Crested-Eagle;Morphnus_guianensis;ACCIPITRIFORMES;resident;resident;0;866,3181163
Morus_bassanus;Northern-Gannet;Morus_bassanus;Northern-Gannet;Morus_bassanus;SULIFORMES;strict_mig;variable;799,7058778;799,7058778
Morus_capensis;Cape-Gannet;Morus_capensis;Cape-Gannet;Morus_capensis;SULIFORMES;strict_mig;variable;710,087919;710,087919
Morus_serrator;Australasian-Gannet;Morus_serrator;Australasian-Gannet;Morus_serrator;SULIFORMES;strict_mig;variable;741,6072899;741,6072899
Motacilla_aguimp;African-Pied-Wagtail;Motacilla_aguimp;African-Pied-Wagtail;Motacilla_aguimp;PASSERIFORMES;resident;resident;0;938,9764591
Motacilla_alba;White-Wagtail;Motacilla_alba;White-Wagtail;Motacilla_alba;PASSERIFORMES;partial_mig;variable;3339,691496;3339,691496
Motacilla_capensis;Cape-Wagtail;Motacilla_capensis;Cape-Wagtail;Motacilla_capensis;PASSERIFORMES;resident;resident;0;567,6434312
Motacilla_cinerea;Grey-Wagtail;Motacilla_cinerea;Grey-Wagtail;Motacilla_cinerea;PASSERIFORMES;partial_mig;variable;3535,219809;3535,219809
Motacilla_citreola;Citrine-Wagtail;Motacilla_citreola;Citrine-Wagtail;Motacilla_citreola;PASSERIFORMES;strict_mig;variable;2340,505818;2340,505818
Motacilla_clara;Mountain-Wagtail;Motacilla_clara;Mountain-Wagtail;Motacilla_clara;PASSERIFORMES;resident;resident;0;649,3575526
Motacilla_flava;Yellow-Wagtail;Motacilla_flava;Yellow-Wagtail;Motacilla_flava;PASSERIFORMES;partial_mig;long;5065,727757;5065,727757
Motacilla_flaviventris;Madagascar-Wagtail;Motacilla_flaviventris;Madagascar-Wagtail;Motacilla_flaviventris;PASSERIFORMES;resident;resident;0;202,2416455
Motacilla_grandis;Japanese-Wagtail;Motacilla_grandis;Japanese-Wagtail;Motacilla_grandis;PASSERIFORMES;partial_mig;short;520,0054029;520,0054029
Motacilla_madaraspatensis;White-browed-Wagtail;Motacilla_maderaspatensis;White-browed-Wagtail;Motacilla_madaraspatensis;PASSERIFORMES;resident;resident;0;437,9509701
Motacilla_samveasnae;Mekong-Wagtail;Motacilla_samveasnae;Mekong-Wagtail;Motacilla_samveasnae;PASSERIFORMES;resident;resident;0;54,23875522
Mulleripicus_fulvus;Ashy-Woodpecker;Mulleripicus_fulvus;Ashy-Woodpecker;Mulleripicus_fulvus;PICIFORMES;resident;resident;0;144,2715818
Mulleripicus_funebris;Sooty-Woodpecker;Mulleripicus_funebris;Northern-Sooty-Woodpecker;Mulleripicus_funebris;PICIFORMES;resident;resident;0;104,8616368
Mulleripicus_pulverulentus;Great-Slaty-Woodpecker;Mulleripicus_pulverulentus;Great-Slaty-Woodpecker;Mulleripicus_pulverulentus;PICIFORMES;resident;resident;0;550,9035858
Muscicapa_adusta;African-Dusky-Flycatcher;Muscicapa_adusta;African-Dusky-Flycatcher;Muscicapa_adusta;PASSERIFORMES;resident;resident;0;632,0823246
Muscicapa_aquatica;Swamp-Flycatcher;Muscicapa_aquatica;Swamp-Flycatcher;Muscicapa_aquatica;PASSERIFORMES;resident;resident;0;537,2397226
Muscicapa_boehmi;Boehms-Flycatcher;Muscicapa_boehmi;Böhms-Flycatcher;Muscicapa_boehmi;PASSERIFORMES;resident;resident;0;271,3072871
Muscicapa_caerulescens;Ashy-Flycatcher;Muscicapa_caerulescens;Ashy-Flycatcher;Muscicapa_caerulescens;PASSERIFORMES;resident;resident;0;756,9119631
Muscicapa_cassini;Cassins-Grey-Flycatcher;Muscicapa_cassini;Cassins-Flycatcher;Muscicapa_cassini;PASSERIFORMES;resident;resident;0;534,7704599
Muscicapa_comitata;Dusky-blue-Flycatcher;Muscicapa_comitata;Dusky-blue-Flycatcher;Muscicapa_comitata;PASSERIFORMES;resident;resident;0;521,3224899
Muscicapa_dauurica;Asian-Brown-Flycatcher;Muscicapa_dauurica;Asian-Brown-Flycatcher;Muscicapa_dauurica;PASSERIFORMES;partial_mig;variable;3784,743454;3784,743454
Muscicapa_epulata;Little-Grey-Flycatcher;Muscicapa_epulata;Little-Grey-Flycatcher;Muscicapa_epulata;PASSERIFORMES;resident;resident;0;364,3651386
Muscicapa_ferruginea;Ferruginous-Flycatcher;Muscicapa_ferruginea;Ferruginous-Flycatcher;Muscicapa_ferruginea;PASSERIFORMES;partial_mig;variable;2034,393815;2034,393815
Muscicapa_gambagae;Gambaga-Flycatcher;Muscicapa_gambagae;Gambaga-Flycatcher;Muscicapa_gambagae;PASSERIFORMES;resident;resident;0;534,0091405
Muscicapa_griseisticta;Grey-streaked-Flycatcher;Muscicapa_griseisticta;Grey-streaked-Flycatcher;Muscicapa_griseisticta;PASSERIFORMES;strict_mig;long;4508,880342;4508,880342
Muscicapa_infuscata;Sooty-Flycatcher;Muscicapa_infuscata;Sooty-Flycatcher;Muscicapa_infuscata;PASSERIFORMES;resident;resident;0;462,3307678
Muscicapa_lendu;Chapins-Flycatcher;Muscicapa_lendu;Chapins-Flycatcher;Muscicapa_lendu;PASSERIFORMES;resident;resident;0;76,0135151
Muscicapa_muttui;Brown-breasted-Flycatcher;Muscicapa_muttui;Brown-breasted-Flycatcher;Muscicapa_muttui;PASSERIFORMES;strict_mig;variable;2447,236106;2447,236106
Muscicapa_olivascens;Olivaceous-Flycatcher;Muscicapa_olivascens;Olivaceous-Flycatcher;Muscicapa_olivascens;PASSERIFORMES;resident;resident;0;355,4475962
Muscicapa_randi;Ashy-breasted-Flycatcher;Muscicapa_randi;Ashy-breasted-Flycatcher;Muscicapa_randi;PASSERIFORMES;resident;resident;0;112,0845889
Muscicapa_ruficauda;Rusty-tailed-Flycatcher;Muscicapa_ruficauda;Rusty-tailed-Flycatcher;Muscicapa_ruficauda;PASSERIFORMES;strict_mig;short;2057,599296;2057,599296
Muscicapa_segregata;Sumba-Brown-Flycatcher;Muscicapa_segregata;Sumba-Brown-Flycatcher;Muscicapa_segregata;PASSERIFORMES;resident;resident;0;36,58488544
Muscicapa_sethsmithi;Yellow-footed-Flycatcher;Muscicapa_sethsmithi;Yellow-footed-Flycatcher;Muscicapa_sethsmithi;PASSERIFORMES;resident;resident;0;332,2420182
Muscicapa_sibirica;Dark-sided-Flycatcher;Muscicapa_sibirica;Dark-sided-Flycatcher;Muscicapa_sibirica;PASSERIFORMES;strict_mig;long;3051,209474;3051,209474
Muscicapa_striata;Spotted-Flycatcher;Muscicapa_striata;Spotted-Flycatcher;Muscicapa_striata;PASSERIFORMES;strict_mig;long;6026,27063;6026,27063
Muscicapa_tessmanni;Tessmanns-Flycatcher;Muscicapa_tessmanni;Tessmanns-Flycatcher;Muscicapa_tessmanni;PASSERIFORMES;resident;resident;0;174,6712018
Muscicapa_ussheri;Usshers-Flycatcher;Muscicapa_ussheri;Usshers-Flycatcher;Muscicapa_ussheri;PASSERIFORMES;resident;resident;0;214,9866631
Muscicapella_hodgsoni;Pygmy-Blue-flycatcher;Muscicapella_hodgsoni;Pygmy-Blue-flycatcher;Muscicapella_hodgsoni;PASSERIFORMES;resident;resident;0;426,9829422
Muscigralla_brevicauda;Short-tailed-Field-tyrant;Muscigralla_brevicauda;Short-tailed-Field-tyrant;Muscigralla_brevicauda;PASSERIFORMES;resident;resident;0;174,7717378
Muscipipra_vetula;Shear-tailed-Grey-tyrant;Muscipipra_vetula;Shear-tailed-Grey-Tyrant;Muscipipra_vetula;PASSERIFORMES;resident;resident;0;240,5474568
Muscisaxicola_albifrons;White-fronted-Ground-tyrant;Muscisaxicola_albifrons;White-fronted-Ground-tyrant;Muscisaxicola_albifrons;PASSERIFORMES;resident;resident;0;152,4519018
Muscisaxicola_albilora;White-browed-Ground-tyrant;Muscisaxicola_albilora;White-browed-Ground-tyrant;Muscisaxicola_albilora;PASSERIFORMES;strict_mig;variable;1286,818799;1286,818799
Muscisaxicola_alpinus;Plain-capped-Ground-tyrant;Muscisaxicola_alpinus;Plain-capped-Ground-tyrant;Muscisaxicola_alpinus;PASSERIFORMES;resident;resident;0;82,48120729
Muscisaxicola_capistratus;Cinnamon-bellied-Ground-tyrant;Muscisaxicola_capistratus;Cinnamon-bellied-Ground-tyrant;Muscisaxicola_capistratus;PASSERIFORMES;strict_mig;long;1111,356947;1111,356947
Muscisaxicola_cinereus;Cinereous-Ground-tyrant;Muscisaxicola_cinereus;Cinereous-Ground-tyrant;Muscisaxicola_cinereus;PASSERIFORMES;partial_mig;variable;706,8079539;706,8079539
Muscisaxicola_flavinucha;Ochre-naped-Ground-tyrant;Muscisaxicola_flavinucha;Ochre-naped-Ground-tyrant;Muscisaxicola_flavinucha;PASSERIFORMES;strict_mig;variable;669,9434087;669,9434087
Muscisaxicola_fluviatilis;Little-Ground-tyrant;Muscisaxicola_fluviatilis;Little-Ground-tyrant;Muscisaxicola_fluviatilis;PASSERIFORMES;resident;resident;0;321,4920627
Muscisaxicola_frontalis;Black-fronted-Ground-tyrant;Muscisaxicola_frontalis;Black-fronted-Ground-tyrant;Muscisaxicola_frontalis;PASSERIFORMES;strict_mig;short;494,4780129;494,4780129
Muscisaxicola_griseus;Taczanowskis-Ground-tyrant;Muscisaxicola_griseus;Taczanowskis-Ground-tyrant;Muscisaxicola_griseus;PASSERIFORMES;resident;resident;0;168,7093729
Muscisaxicola_juninensis;Puna-Ground-tyrant;Muscisaxicola_juninensis;Puna-Ground-tyrant;Muscisaxicola_juninensis;PASSERIFORMES;resident;resident;0;205,9931249
Muscisaxicola_maclovianus;Dark-faced-Ground-tyrant;Muscisaxicola_maclovianus;Dark-faced-Ground-tyrant;Muscisaxicola_maclovianus;PASSERIFORMES;partial_mig;short;664,4907303;664,4907303
Muscisaxicola_maculirostris;Spot-billed-Ground-tyrant;Muscisaxicola_maculirostris;Spot-billed-Ground-tyrant;Muscisaxicola_maculirostris;PASSERIFORMES;partial_mig;short;1396,641196;1396,641196
Muscisaxicola_rufivertex;Rufous-naped-Ground-tyrant;Muscisaxicola_rufivertex;Rufous-naped-Ground-tyrant;Muscisaxicola_rufivertex;PASSERIFORMES;resident;resident;0;325,9254553
Musophaga_rossae;Rosss-Turaco;Musophaga_rossae;Rosss-Turaco;Musophaga_rossae;MUSOPHAGIFORMES;resident;resident;0;494,9478447
Musophaga_violacea;Violet-Turaco;Musophaga_violacea;Violet-Turaco;Musophaga_violacea;MUSOPHAGIFORMES;resident;resident;0;389,5594785
Myadestes_coloratus;Varied-Solitaire;Myadestes_coloratus;Varied-Solitaire;Myadestes_coloratus;PASSERIFORMES;resident;resident;0;18,38778213
Myadestes_elisabeth;Cuban-Solitaire;Myadestes_elisabeth;Cuban-Solitaire;Myadestes_elisabeth;PASSERIFORMES;resident;resident;0;39,44204188
Myadestes_genibarbis;Rufous-throated-Solitaire;Myadestes_genibarbis;Rufous-throated-Solitaire;Myadestes_genibarbis;PASSERIFORMES;resident;resident;0;103,842175
Myadestes_lanaiensis;Olomao;Myadestes_lanaiensis;Olomao;NA;PASSERIFORMES;resident;resident;NA;NA
Myadestes_melanops;Black-faced-Solitaire;Myadestes_melanops;Black-faced-Solitaire;Myadestes_melanops;PASSERIFORMES;resident;resident;0;58,01982731
Myadestes_obscurus;Omao;Myadestes_obscurus;Omao;Myadestes_obscurus;PASSERIFORMES;resident;resident;0;18,45023323
Myadestes_occidentalis;Brown-backed-Solitaire;Myadestes_occidentalis;Brown-backed-Solitaire;Myadestes_occidentalis;PASSERIFORMES;resident;resident;0;261,0451503
Myadestes_palmeri;Puaiohi;Myadestes_palmeri;Puaiohi;Myadestes_palmeri;PASSERIFORMES;resident;resident;0;0
Myadestes_ralloides;Andean-Solitaire;Myadestes_ralloides;Andean-Solitaire;Myadestes_ralloides;PASSERIFORMES;resident;resident;0;351,3401815
Myadestes_townsendi;Townsends-Solitaire;Myadestes_townsendi;Townsends-Solitaire;Myadestes_townsendi;PASSERIFORMES;partial_mig;variable;1641,292676;1641,292676
Myadestes_unicolor;Slate-coloured-Solitaire;Myadestes_unicolor;Slate-colored-Solitaire;Myadestes_unicolor;PASSERIFORMES;resident;resident;0;144,1770985
Mycerobas_affinis;Collared-Grosbeak;Mycerobas_affinis;Collared-Grosbeak;Mycerobas_affinis;PASSERIFORMES;resident;resident;0;286,241337
Mycerobas_carnipes;White-winged-Grosbeak;Mycerobas_carnipes;White-winged-Grosbeak;Mycerobas_carnipes;PASSERIFORMES;resident;resident;0;601,4911716
Mycerobas_icterioides;Black-and-yellow-Grosbeak;Mycerobas_icterioides;Black-and-yellow-Grosbeak;Mycerobas_icterioides;PASSERIFORMES;resident;resident;0;184,6415384
Mycerobas_melanozanthos;Spot-winged-Grosbeak;Mycerobas_melanozanthos;Spot-winged-Grosbeak;Mycerobas_melanozanthos;PASSERIFORMES;resident;resident;0;375,2616632
Mycteria_americana;Wood-Stork;Mycteria_americana;Wood-Stork;Mycteria_americana;CICONIIFORMES;partial_mig;short;3134,385503;3134,385503
Mycteria_cinerea;Milky-Stork;Mycteria_cinerea;Milky-Stork;Mycteria_cinerea;CICONIIFORMES;resident;resident;0;174,6712018
Mycteria_ibis;Yellow-billed-Stork;Mycteria_ibis;Yellow-billed-Stork;Mycteria_ibis;CICONIIFORMES;resident;resident;0;1107,13813
Mycteria_leucocephala;Painted-Stork;Mycteria_leucocephala;Painted-Stork;Mycteria_leucocephala;CICONIIFORMES;partial_mig;short;787,1958919;787,1958919
Myiagra_albiventris;Samoan-Flycatcher;Myiagra_albiventris;Samoan-Flycatcher;Myiagra_albiventris;PASSERIFORMES;resident;resident;0;18,43948236
Myiagra_alecto;Shining-Flycatcher;Myiagra_alecto;Common-Shining-Flycatcher;Myiagra_alecto;PASSERIFORMES;resident;resident;0;562,0369729
Myiagra_atra;Biak-Flycatcher;Myiagra_atra;Biak-Flycatcher;Myiagra_atra;PASSERIFORMES;resident;resident;0;18,55053579
Myiagra_azureocapilla;Blue-crested-Flycatcher;Myiagra_azureocapilla;Azure-crested-Flycatcher;Myiagra_azureocapilla;PASSERIFORMES;resident;resident;0;40,96211379
Myiagra_caledonica;Melanesian-Flycatcher;Myiagra_caledonica;Melanesian-Flycatcher;Myiagra_caledonica;PASSERIFORMES;resident;resident;0;127,5753147
Myiagra_cervinicauda;Makira-Flycatcher;Myiagra_cervinicauda;Makira-Flycatcher;Myiagra_cervinicauda;PASSERIFORMES;resident;resident;0;18,43527243
Myiagra_cyanoleuca;Satin-Flycatcher;Myiagra_cyanoleuca;Satin-Flycatcher;Myiagra_cyanoleuca;PASSERIFORMES;strict_mig;variable;1686,194329;1686,194329
Myiagra_erythrops;Mangrove-Flycatcher;Myiagra_oceanica;Oceanic-Flycatcher;Myiagra_erythrops;PASSERIFORMES;resident;resident;0;18,4018099
Myiagra_ferrocyanea;Steel-blue-Flycatcher;Myiagra_ferrocyanea;Solomon-Flycatcher;Myiagra_ferrocyanea;PASSERIFORMES;resident;resident;0;99,16926243
Myiagra_galeata;Dark-grey-Flycatcher;Myiagra_galeata;Moluccan-Flycatcher;Myiagra_galeata;PASSERIFORMES;resident;resident;0;99,3357746
Myiagra_hebetior;Dull-Flycatcher;Myiagra_hebetior;Lesser-Shining-Flycatcher;Myiagra_hebetior;PASSERIFORMES;resident;resident;0;82,46301033
Myiagra_inquieta;Restless-Flycatcher;Myiagra_inquieta;Restless-Flycatcher;Myiagra_inquieta;PASSERIFORMES;resident;resident;0;523,0969497
Myiagra_rubecula;Leaden-Flycatcher;Myiagra_rubecula;Leaden-Flycatcher;Myiagra_rubecula;PASSERIFORMES;partial_mig;short;1144,653432;1144,653432
Myiagra_ruficollis;Broad-billed-Flycatcher;Myiagra_ruficollis;Broad-billed-Flycatcher;Myiagra_ruficollis;PASSERIFORMES;resident;resident;0;404,7077731
Myiagra_vanikorensis;Vanikoro-Flycatcher;Myiagra_vanikorensis;Vanikoro-Flycatcher;Myiagra_vanikorensis;PASSERIFORMES;resident;resident;0;81,82412096
Myiarchus_antillarum;Puerto-Rican-Flycatcher;Myiarchus_antillarum;Puerto-Rican-Flycatcher;Myiarchus_antillarum;PASSERIFORMES;resident;resident;0;36,89480884
Myiarchus_apicalis;Apical-Flycatcher;Myiarchus_apicalis;Apical-Flycatcher;Myiarchus_apicalis;PASSERIFORMES;resident;resident;0;82,44468574
Myiarchus_barbirostris;Sad-Flycatcher;Myiarchus_barbirostris;Sad-Flycatcher;Myiarchus_barbirostris;PASSERIFORMES;resident;resident;0;35,2983443
Myiarchus_cephalotes;Pale-edged-Flycatcher;Myiarchus_cephalotes;Pale-edged-Flycatcher;Myiarchus_cephalotes;PASSERIFORMES;resident;resident;0;339,920811
Myiarchus_cinerascens;Ash-throated-Flycatcher;Myiarchus_cinerascens;Ash-throated-Flycatcher;Myiarchus_cinerascens;PASSERIFORMES;partial_mig;variable;778,7349247;778,7349247
Myiarchus_crinitus;Great-Crested-Flycatcher;Myiarchus_crinitus;Great-Crested-Flycatcher;Myiarchus_crinitus;PASSERIFORMES;strict_mig;variable;2252,504269;2252,504269
Myiarchus_ferox;Short-crested-Flycatcher;Myiarchus_ferox;Short-crested-Flycatcher;Myiarchus_ferox;PASSERIFORMES;resident;resident;0;856,7544682
Myiarchus_magnirostris;Large-billed-Flycatcher;Myiarchus_magnirostris;Galapagos-Flycatcher;Myiarchus_magnirostris;PASSERIFORMES;resident;resident;0;41,43011988
Myiarchus_nugator;Grenada-Flycatcher;Myiarchus_nugator;Grenada-Flycatcher;Myiarchus_nugator;PASSERIFORMES;resident;resident;0;18,43808804
Myiarchus_nuttingi;Nuttings-Flycatcher;Myiarchus_nuttingi;Nuttings-Flycatcher;Myiarchus_nuttingi;PASSERIFORMES;resident;resident;0;296,5753221
Myiarchus_oberi;Lesser-Antillean-Flycatcher;Myiarchus_oberi;Lesser-Antillean-Flycatcher;Myiarchus_oberi;PASSERIFORMES;resident;resident;0;40,96692144
Myiarchus_panamensis;Panama-Flycatcher;Myiarchus_panamensis;Panama-Flycatcher;Myiarchus_panamensis;PASSERIFORMES;resident;resident;0;198,4065259
Myiarchus_phaeocephalus;Sooty-crowned-Flycatcher;Myiarchus_phaeocephalus;Sooty-crowned-Flycatcher;Myiarchus_phaeocephalus;PASSERIFORMES;resident;resident;0;99,29189603
Myiarchus_sagrae;La-Sagras-Flycatcher;Myiarchus_sagrae;Sagras-Flycatcher;Myiarchus_sagrae;PASSERIFORMES;resident;resident;0;169,5017536
Myiarchus_semirufus;Rufous-Flycatcher;Myiarchus_semirufus;Rufous-Flycatcher;Myiarchus_semirufus;PASSERIFORMES;resident;resident;0;36,86107832
Myiarchus_stolidus;Stolid-Flycatcher;Myiarchus_stolidus;Stolid-Flycatcher;Myiarchus_stolidus;PASSERIFORMES;resident;resident;0;93,90006979
Myiarchus_swainsoni;Swainsons-Flycatcher;Myiarchus_swainsoni;Swainsons-Flycatcher;Myiarchus_swainsoni;PASSERIFORMES;partial_mig;variable;1466,646521;1466,646521
Myiarchus_tuberculifer;Dusky-capped-Flycatcher;Myiarchus_tuberculifer;Dusky-capped-Flycatcher;Myiarchus_tuberculifer;PASSERIFORMES;resident;resident;0;875,8440518
Myiarchus_tyrannulus;Brown-crested-Flycatcher;Myiarchus_tyrannulus;Brown-crested-Flycatcher;Myiarchus_tyrannulus;PASSERIFORMES;partial_mig;short;4442,631146;4442,631146
Myiarchus_validus;Rufous-tailed-Flycatcher;Myiarchus_validus;Rufous-tailed-Flycatcher;Myiarchus_validus;PASSERIFORMES;resident;resident;0;35,2983443
Myiarchus_venezuelensis;Venezuelan-Flycatcher;Myiarchus_venezuelensis;Venezuelan-Flycatcher;Myiarchus_venezuelensis;PASSERIFORMES;resident;resident;0;164,6156672
Myiarchus_yucatanensis;Yucatan-Flycatcher;Myiarchus_yucatanensis;Yucatan-Flycatcher;Myiarchus_yucatanensis;PASSERIFORMES;resident;resident;0;106,1447003
Myiobius_atricaudus;Black-tailed-Flycatcher;Myiobius_atricaudus;Black-tailed-Flycatcher;Myiobius_atricaudus;PASSERIFORMES;resident;resident;0;696,1832041
Myiobius_barbatus;Bearded-Flycatcher;Myiobius_barbatus;Whiskered-Flycatcher;Myiobius_barbatus;PASSERIFORMES;resident;resident;0;666,2105572
Myiobius_sulphureipygius;Sulphur-rumped-Flycatcher;Myiobius_sulphureipygius;Sulphur-rumped-Flycatcher;Myiobius_sulphureipygius;PASSERIFORMES;resident;resident;0;318,6610509
Myiobius_villosus;Tawny-breasted-Flycatcher;Myiobius_villosus;Tawny-breasted-Flycatcher;Myiobius_villosus;PASSERIFORMES;resident;resident;0;286,9861907
Myioborus_albifacies;White-faced-Redstart;Myioborus_albifacies;White-faced-Whitestart;Myioborus_albifacies;PASSERIFORMES;resident;resident;0;36,94592891
Myioborus_albifrons;White-fronted-Redstart;Myioborus_albifrons;White-fronted-Whitestart;Myioborus_albifrons;PASSERIFORMES;resident;resident;0;41,06198738
Myioborus_brunniceps;Brown-capped-Redstart;Myioborus_brunniceps;Brown-capped-Whitestart;Myioborus_brunniceps;PASSERIFORMES;resident;resident;0;167,0300911
Myioborus_cardonai;Saffron-breasted-Redstart;Myioborus_cardonai;Guaiquinima-Whitestart;Myioborus_cardonai;PASSERIFORMES;resident;resident;0;18,430916
Myioborus_castaneocapilla;Tepui-Redstart;Myioborus_castaneocapilla;Tepui-Whitestart;Myioborus_castaneocapilla;PASSERIFORMES;resident;resident;0;93,98728769
Myioborus_flavivertex;Yellow-crowned-Redstart;Myioborus_flavivertex;Yellow-crowned-Whitestart;Myioborus_flavivertex;PASSERIFORMES;resident;resident;0;18,43550752
Myioborus_melanocephalus;Spectacled-Redstart;Myioborus_melanocephalus;Spectacled-Whitestart;Myioborus_melanocephalus;PASSERIFORMES;resident;resident;0;225,1502282
Myioborus_miniatus;Slate-throated-Redstart;Myioborus_miniatus;Slate-throated-Whitestart;Myioborus_miniatus;PASSERIFORMES;resident;resident;0;654,2526172
Myioborus_ornatus;Golden-fronted-Redstart;Myioborus_ornatus;Golden-fronted-Whitestart;Myioborus_ornatus;PASSERIFORMES;resident;resident;0;112,1169213
Myioborus_pariae;Paria-Redstart;Myioborus_pariae;Yellow-faced-Whitestart;Myioborus_pariae;PASSERIFORMES;resident;resident;0;0
Myioborus_pictus;Painted-Redstart;Myioborus_pictus;Painted-Whitestart;Myioborus_pictus;PASSERIFORMES;partial_mig;short;613,2947346;613,2947346
Myioborus_torquatus;Collared-Redstart;Myioborus_torquatus;Collared-Whitestart;Myioborus_torquatus;PASSERIFORMES;resident;resident;0;41,15254487
Myiodynastes_bairdii;Bairds-Flycatcher;Myiodynastes_bairdii;Bairds-Flycatcher;Myiodynastes_bairdii;PASSERIFORMES;resident;resident;0;107,4915295
Myiodynastes_chrysocephalus;Golden-crowned-Flycatcher;Myiodynastes_chrysocephalus;Golden-crowned-Flycatcher;Myiodynastes_chrysocephalus;PASSERIFORMES;resident;resident;0;367,2494379
Myiodynastes_hemichrysus;Golden-bellied-Flycatcher;Myiodynastes_hemichrysus;Golden-bellied-Flycatcher;Myiodynastes_hemichrysus;PASSERIFORMES;resident;resident;0;55,05002015
Myiodynastes_luteiventris;Sulphur-bellied-Flycatcher;Myiodynastes_luteiventris;Sulphur-bellied-Flycatcher;Myiodynastes_luteiventris;PASSERIFORMES;strict_mig;long;2407,855929;2407,855929
Myiodynastes_maculatus;Streaked-Flycatcher;Myiodynastes_maculatus;Streaked-Flycatcher;Myiodynastes_maculatus;PASSERIFORMES;partial_mig;variable;3166,582893;3166,582893
Myiomela_albiventris;White-bellied-Blue-Robin;Myiomela_albiventris;White-bellied-Blue-Robin;Myiomela_albiventris;PASSERIFORMES;resident;resident;0;25,94620893
Myiomela_major;Nilgiri-Blue-Robin;Myiomela_major;Nilgiri-Blue-Robin;Myiomela_major;PASSERIFORMES;resident;resident;0;25,90479126
Myiopagis_caniceps;Grey-Elaenia;Myiopagis_caniceps;Grey-Elaenia;Myiopagis_caniceps;PASSERIFORMES;resident;resident;0;757,8740047
Myiopagis_cotta;Jamaican-Elaenia;Myiopagis_cotta;Jamaican-Elaenia;Myiopagis_cotta;PASSERIFORMES;resident;resident;0;35,2983443
Myiopagis_flavivertex;Yellow-crowned-Elaenia;Myiopagis_flavivertex;Yellow-crowned-Elaenia;Myiopagis_flavivertex;PASSERIFORMES;resident;resident;0;463,847218
Myiopagis_gaimardii;Forest-Elaenia;Myiopagis_gaimardii;Forest-Elaenia;Myiopagis_gaimardii;PASSERIFORMES;resident;resident;0;739,9068784
Myiopagis_olallai;Foothill-Elaenia;Myiopagis_olallai;Foothill-Elaenia;Myiopagis_olallai;PASSERIFORMES;resident;resident;0;51,88842087
Myiopagis_subplacens;Pacific-Elaenia;Myiopagis_subplacens;Pacific-Elaenia;Myiopagis_subplacens;PASSERIFORMES;resident;resident;0;99,30039834
Myiopagis_viridicata;Greenish-Elaenia;Myiopagis_viridicata;Greenish-Elaenia;Myiopagis_viridicata;PASSERIFORMES;resident;resident;0;892,5467891
Myioparus_griseigularis;Grey-throated-Tit-flycatcher;Myioparus_griseigularis;Grey-throated-Tit-flycatcher;Myioparus_griseigularis;PASSERIFORMES;resident;resident;0;487,0418706
Myioparus_plumbeus;Grey-Tit-flycatcher;Myioparus_plumbeus;Grey-Tit-flycatcher;Myioparus_plumbeus;PASSERIFORMES;resident;resident;0;891,6515449
